================================================================================
未归类药物清单
================================================================================

Health 组未归类药物（按使用频率排序）:
================================================================================

   1. 	                                                  (使用 1,760,637 次)
2391. 草药方代煎(常规)15帖	                                      (使用 12 次)
2392. 豆蔻(白豆蔻)	                                           (使用 12 次)
2393. 欧狄沃	                                               (使用 12 次)
2394. 白前配方颗粒	                                            (使用 12 次)
2395. 头孢克洛干混悬剂	                                          (使用 12 次)
2396. 芡实	                                                (使用 12 次)
2397. 牡蛎（10g）（外滩）	                                       (使用 12 次)
2398. 乐卫玛	                                               (使用 12 次)
2399. 生山楂(净山楂)	                                          (使用 12 次)
2400. 盐酸特比萘芬乳膏(恒安)	                                      (使用 12 次)
2401. 毛果芸香碱	                                             (使用 12 次)
2402. [肠内]肾病型-圣优50g*30袋	                                 (使用 12 次)
2403. 牡丹皮(丹皮)	                                           (使用 12 次)
2404. 地龙（外滩)	                                            (使用 12 次)
2405. 复方异丙托溴铵	                                           (使用 11 次)
2406. 注射用阿昔洛韦(亚太)	                                       (使用 11 次)
2407. 维a酸	                                               (使用 11 次)
2408. 单唾液酸四己糖神经节苷脂	                                      (使用 11 次)
2409. 丙硫氧嘧啶	                                             (使用 11 次)
2410. 注射用阿昔洛韦	                                           (使用 11 次)
2411. 注射用硫代硫酸钠	                                          (使用 10 次)
2412. 注射用左卡尼汀	                                           (使用 10 次)
2413. 贝前列素	                                              (使用 10 次)
2414. 阿立哌唑	                                              (使用 10 次)
2415. 氨曲南	                                               (使用 10 次)
2416. 爱宁达	                                               (使用 10 次)
2417. 雷贝拉唑钠肠溶片	                                          (使用 10 次)
2418. 硫必利	                                               (使用 10 次)
2419. 盐酸氟西汀胶囊	                                           (使用 10 次)
2420. 吡美莫司乳膏	                                            (使用 10 次)
2421. 奥麦伦	                                               (使用 10 次)
2422. 碘海醇【肺动脉CTA】	                                       (使用 10 次)
2423. 安立格	                                               (使用 10 次)
2424. 阿美替尼(阿美乐)	                                         (使用 10 次)
2425. 注射用硫代硫酸钠(新亚,上药)	                                   (使用 10 次)
2426. 沙美特罗替卡松(舒利迭)	                                      (使用 10 次)
2427. 结合雌激素乳膏	                                           (使用 10 次)
2428. 阿奇霉素葡萄糖注射液(天涯,华拓)	                                 (使用 10 次)
2429. 结合雌激素乳膏(新姿源)	                                      (使用 10 次)
2430. 盐酸精氨酸注射液	                                          (使用 10 次)
2431. 盐酸精氨酸注射液(金耀)	                                      (使用 10 次)
2432. 阿奇霉素葡萄糖注射液	                                        (使用 10 次)
2433. 优泌林r	                                              (使用 10 次)
2434. 血塞通	                                               (使用 10 次)
2435. 甲磺酸伊马替尼胶囊	                                         (使用 10 次)
2436. 澳博达	                                               (使用 10 次)
2437. 波利特	                                               (使用 10 次)
2438. 硫唑嘌呤	                                              (使用 10 次)
2439. 尿素[13C]	                                           (使用 10 次)
2440. 盐酸西替利嗪滴剂	                                          (使用 10 次)
2441. 甲磺酸伊马替尼胶囊(正大,天晴)	                                  (使用 10 次)
2442. 佐益汀	                                               (使用 10 次)
2443. 碘海醇【颅底颈部血管CTA】	                                    (使用 9 次)
2444. 替莫唑胺	                                              (使用 9 次)
2445. 尼达尼布	                                              (使用 9 次)
2446. 头孢他啶他唑巴坦	                                          (使用 9 次)
2447. 妥布霉素	                                              (使用 9 次)
2448. 帕立骨化醇	                                             (使用 9 次)
2449. 丙泊酚中/长链脂肪乳【无痛肠镜检查】	                                (使用 9 次)
2450. 诺和龙	                                               (使用 9 次)
2451. 特比萘芬	                                              (使用 9 次)
2452. 西妥昔单抗	                                             (使用 9 次)
2453. 地西他滨	                                              (使用 9 次)
2454. 地屈孕酮	                                              (使用 9 次)
2455. 葡萄糖氯化钠注射液(民生)	                                     (使用 9 次)
2456. 柳氮磺吡啶	                                             (使用 9 次)
2457. 阿瑞匹坦	                                              (使用 9 次)
2458. 酮咯酸氨丁三醇	                                           (使用 9 次)
2459. 塞替派注射液	                                            (使用 9 次)
2460. 双唑泰	                                               (使用 9 次)
2461. 西甲硅油	                                              (使用 8 次)
2462. 草药方自煎(全方外用)7帖	                                     (使用 8 次)
2463. 枸橼酸钾缓释片	                                           (使用 8 次)
2464. 柴胡（北柴胡）配方颗粒	                                       (使用 8 次)
2465. 氯化钠【前列腺穿刺术】	                                       (使用 8 次)
2466. 路路通(炒路路通)	                                         (使用 8 次)
2467. 紫苏子（外滩）	                                           (使用 8 次)
2468. 鸡血藤	                                               (使用 8 次)
2469. 白蛋白紫杉醇	                                            (使用 8 次)
2470. 荆芥（外滩）	                                            (使用 8 次)
2471. 赤芍（外滩）	                                            (使用 8 次)
2472. 豨莶草（外滩）	                                           (使用 8 次)
2473. 车前草配方颗粒G（外滩）	                                      (使用 8 次)
2474. 朗欧	                                                (使用 8 次)
2475. 丹参配方颗粒G（外滩）	                                       (使用 8 次)
2476. 紫花地丁(地丁草)	                                         (使用 8 次)
2477. 诺适得	                                               (使用 8 次)
2478. 泽泻配方颗粒G（外滩）	                                       (使用 8 次)
2479. 碘海醇【肝】	                                            (使用 8 次)
2480. 桑螵蛸(炒桑螵蛸)	                                         (使用 8 次)
2481. 薄荷	                                                (使用 8 次)
2482. 栀子（外滩）	                                            (使用 8 次)
2483. 玄参（外滩）	                                            (使用 8 次)
2484. 石韦	                                                (使用 8 次)
2485. 地骨皮配方颗粒	                                           (使用 8 次)
2486. 麝香通心丸	                                             (使用 8 次)
2487. 冬瓜皮（外滩）	                                           (使用 8 次)
2488. 淫羊藿	                                               (使用 8 次)
2489. 生白术（外滩)	                                           (使用 8 次)
2490. 黄连（外滩)	                                            (使用 8 次)
2491. 珍珠母	                                               (使用 8 次)
2492. 薏苡根(米仁根)	                                          (使用 8 次)
2493. 氨基酸	                                               (使用 8 次)
2494. 墨旱莲配方颗粒G	                                          (使用 8 次)
2495. 煅牡蛎（10g）（外滩）	                                      (使用 8 次)
2496. 槲寄生(寄生)	                                           (使用 8 次)
2497. 淮小麦（外滩）	                                           (使用 8 次)
2498. 吡拉西坦氯化钠注射液	                                        (使用 8 次)
2499. 爱通立	                                               (使用 8 次)
2500. 艾普拉唑(壹丽安)	                                         (使用 8 次)
2501. 注射用阿替普酶	                                           (使用 8 次)
2502. 卡巴胆碱注射液	                                           (使用 8 次)
2503. 生白术	                                               (使用 8 次)
2504. 墨旱莲配方颗粒G（外滩）	                                      (使用 8 次)
2505. 锝[99mTc]亚甲基二膦酸盐【全身骨显像+局部骨断层/CT融合显像】	               (使用 8 次)
2506. 珍珠母（30g）（外滩）	                                      (使用 8 次)
2507. 苯达莫司汀	                                             (使用 8 次)
2508. 卡泊三醇	                                              (使用 8 次)
2509. 薏苡仁（外滩）	                                           (使用 8 次)
2510. 安罗替尼(福可维)	                                         (使用 8 次)
2511. 土茯苓配方颗粒G(外滩)	                                      (使用 8 次)
2512. 鳖甲（醋鳖甲）配方颗粒	                                       (使用 8 次)
2513. 草药方自煎(常规)6帖	                                       (使用 8 次)
2514. 西维来司他钠	                                            (使用 8 次)
2515. 茵陈（外滩）	                                            (使用 8 次)
2516. 白芍配方颗粒G（外滩）	                                       (使用 8 次)
2517. 玉米须	                                               (使用 8 次)
2518. 注射用奥马珠单抗	                                          (使用 8 次)
2519. 鬼箭羽	                                               (使用 8 次)
2520. 巴戟天(生巴戟肉)	                                         (使用 8 次)
2521. 澳夫清	                                               (使用 8 次)
2522. 南沙参	                                               (使用 8 次)
2523. 金银花（外滩）	                                           (使用 8 次)
2524. 钩藤10g（外滩）	                                         (使用 8 次)
2525. 天花粉（外滩）	                                           (使用 8 次)
2526. 石菖蒲（外滩)	                                           (使用 8 次)
2527. 鳖甲(醋鳖甲)	                                           (使用 8 次)
2528. 玉米须（外滩）	                                           (使用 8 次)
2529. 炙黄芪	                                               (使用 8 次)
2530. 硝苯地平片	                                             (使用 8 次)
2531. 滑石	                                                (使用 8 次)
2532. 茁乐	                                                (使用 8 次)
2533. 野菊花	                                               (使用 8 次)
2534. 连翘（外滩）	                                            (使用 8 次)
2535. 麻黄根（外滩）	                                           (使用 8 次)
2536. 泽泻（泽泻）配方颗粒G	                                       (使用 8 次)
2537. 甘露特钠	                                              (使用 8 次)
2538. 枸橼酸钾缓释片(东瑞)	                                       (使用 8 次)
2539. 干姜(均姜)	                                            (使用 8 次)
2540. 淡竹叶配方颗粒G	                                          (使用 8 次)
2541. 甲磺酸酚妥拉明注射液(海普,旭东)	                                 (使用 8 次)
2542. 草药方自煎3帖	                                           (使用 8 次)
2543. 酒石酸美托洛尔	                                           (使用 8 次)
2544. 欧贝	                                                (使用 8 次)
2545. 片姜黄	                                               (使用 8 次)
2546. 酒萸肉（外滩）	                                           (使用 8 次)
2547. 桃仁(燀山桃仁)	                                          (使用 8 次)
2548. 土茯苓配方颗粒G	                                          (使用 8 次)
2549. 莪术	                                                (使用 8 次)
2550. 磁石(煅磁石)	                                           (使用 8 次)
2551. 达力士	                                               (使用 8 次)
2552. 鸡血藤配方颗粒G(外滩)	                                      (使用 8 次)
2553. 黄芪配方颗粒	                                            (使用 8 次)
2554. 重组人TNK组织型纤溶酶原激活剂(铭复乐)	                             (使用 8 次)
2555. 陈皮配方颗粒	                                            (使用 8 次)
2556. [肠内]低糖型-倍瑞苹46g*10	                                 (使用 8 次)
2557. 美卡素	                                               (使用 8 次)
2558. 甲磺酸酚妥拉明注射液	                                        (使用 8 次)
2559. 茵陈(绵茵陈)	                                           (使用 8 次)
2560. 信韦林	                                               (使用 8 次)
2561. 赤芍配方颗粒	                                            (使用 8 次)
2562. 北沙参（外滩）	                                           (使用 8 次)
2563. 枳实配方颗粒G（外滩）	                                       (使用 8 次)
2564. 石决明10g（外滩）	                                        (使用 8 次)
2565. 氨氯地平贝那普利片(ⅰ)	                                      (使用 8 次)
2566. 舒必利片(恩华)	                                          (使用 8 次)
2567. 注射用重组人白介素-11	                                      (使用 8 次)
2568. 浙贝母（外滩)	                                           (使用 8 次)
2569. 雷珠单抗注射液	                                           (使用 8 次)
2570. 吗替麦考酚酯胶囊(邛崃,天银)	                                   (使用 8 次)
2571. 茯苓皮	                                               (使用 8 次)
2572. 草药方自煎(常规)3帖	                                       (使用 8 次)
2573. 天葵子	                                               (使用 8 次)
2574. 当归（外滩)	                                            (使用 8 次)
2575. 黄芪配方颗粒G（外滩）	                                       (使用 8 次)
2576. 白扁豆(炒白扁豆)	                                         (使用 8 次)
2577. 淡豆豉	                                               (使用 8 次)
2578. 糯稻根（外滩)	                                           (使用 8 次)
2579. 夏枯草（外滩）	                                           (使用 8 次)
2580. 鱼腥草（外滩）	                                           (使用 8 次)
2581. 氯化钠【肿块造影】	                                         (使用 8 次)
2582. 槐耳	                                                (使用 8 次)
2583. 索拉非尼	                                              (使用 8 次)
2584. 枸杞(枸杞子)	                                           (使用 8 次)
2585. 甘草（甘草）配方颗粒G	                                       (使用 8 次)
2586. 银柴胡	                                               (使用 8 次)
2587. 金钱草配方颗粒G(外滩)	                                      (使用 8 次)
2588. 肉苁蓉配方颗粒G（外滩）	                                      (使用 8 次)
2589. 川芎配方颗粒G(外滩)	                                       (使用 8 次)
2590. 合欢花(合欢米)	                                          (使用 8 次)
2591. 开喉剑(开喉剑(儿童型))	                                     (使用 8 次)
2592. 矮地茶（外滩）	                                           (使用 8 次)
2593. 氨氯地平贝那普利片(ⅰ)(扬子江,海瑞)	                              (使用 8 次)
2594. 凯那	                                                (使用 8 次)
2595. 火麻仁配方颗粒G（外滩）	                                      (使用 8 次)
2596. 昂丹司琼(欧贝)	                                          (使用 8 次)
2597. 黄柏配方颗粒G(外滩)	                                       (使用 8 次)
2598. 卡米可林	                                              (使用 8 次)
2599. 淡竹叶配方颗粒G（外滩）	                                      (使用 8 次)
2600. 葶苈子	                                               (使用 8 次)
2601. 利巴韦林气雾剂	                                           (使用 8 次)
2602. 炒白术（麸炒白术）配方颗粒	                                     (使用 8 次)
2603. 银柴胡（外滩）	                                           (使用 8 次)
2604. 金钱草配方颗粒G	                                          (使用 8 次)
2605. 舒必利片	                                              (使用 8 次)
2606. 沃丽汀	                                               (使用 8 次)
2607. 车前草（车前）配方颗粒G	                                      (使用 8 次)
2608. 蝉蜕(蝉衣)	                                            (使用 8 次)
2609. 泽兰	                                                (使用 8 次)
2610. 牛膝（外滩）	                                            (使用 8 次)
2611. [肠内]高能量-力能40g*6	                                   (使用 8 次)
2612. 蜈蚣	                                                (使用 8 次)
2613. 黄柏配方颗粒G	                                           (使用 8 次)
2614. 丝瓜络	                                               (使用 8 次)
2615. 草药方自煎(全方外用)1帖	                                     (使用 8 次)
2616. 北柴胡配方颗粒G	                                          (使用 8 次)
2617. 决明子	                                               (使用 8 次)
2618. 巨和粒	                                               (使用 8 次)
2619. 金银花	                                               (使用 8 次)
2620. 大腹皮（外滩）	                                           (使用 8 次)
2621. 陈皮（外滩）	                                            (使用 8 次)
2622. 安律凡	                                               (使用 8 次)
2623. 女贞子(酒女贞子)	                                         (使用 8 次)
2624. 菊花（外滩）	                                            (使用 8 次)
2625. 艾沙康唑	                                              (使用 8 次)
2626. 桔梗（外滩）	                                            (使用 8 次)
2627. 大枣（外滩)	                                            (使用 8 次)
2628. 杜仲（盐杜仲）(外滩)	                                       (使用 8 次)
2629. 阿替卡因肾上腺素	                                          (使用 8 次)
2630. 防己(汉防己)	                                           (使用 8 次)
2631. 黄芩配方颗粒G	                                           (使用 8 次)
2632. 卵磷脂络合碘片	                                           (使用 8 次)
2633. 川贝母配方颗粒	                                           (使用 8 次)
2634. 塞替派注射液(福和,华星)	                                     (使用 7 次)
2635. 盐酸索他洛尔片	                                           (使用 7 次)
2636. 阿柏西普眼内注射溶液	                                        (使用 7 次)
2637. 石杉碱甲	                                              (使用 7 次)
2638. 异环磷酰胺	                                             (使用 7 次)
2639. 塞替派	                                               (使用 7 次)
2640. 米多君	                                               (使用 7 次)
2641. 吉非替尼片	                                             (使用 7 次)
2642. 丙酚替诺福韦	                                            (使用 7 次)
2643. 达沙替尼	                                              (使用 7 次)
2644. 帕博利珠单抗	                                            (使用 7 次)
2645. 艾力雅	                                               (使用 7 次)
2646. 伟特	                                                (使用 7 次)
2647. 别嘌醇	                                               (使用 7 次)
2648. 卡巴拉汀	                                              (使用 7 次)
2649. 泰阁	                                                (使用 7 次)
2650. 碘海醇【肠系膜动脉CTA】	                                     (使用 7 次)
2651. 伊曲康唑	                                              (使用 7 次)
2652. 仑伐替尼	                                              (使用 6 次)
2653. 维生素c片	                                             (使用 6 次)
2654. 复方利多卡因乳膏	                                          (使用 6 次)
2655. 来氟米特片	                                             (使用 6 次)
2656. 甘露醇【直肠MRI增强（3.0T）】	                                (使用 6 次)
2657. 雪特	                                                (使用 6 次)
2658. 富马酸比索洛尔胶囊	                                         (使用 6 次)
2659. 左卡尼汀注射液	                                           (使用 6 次)
2660. 可益能	                                               (使用 6 次)
2661. 帕立骨化醇注射液	                                          (使用 6 次)
2662. 艾曲泊帕	                                              (使用 6 次)
2663. 托法替布	                                              (使用 6 次)
2664. 阿达木单抗注射液	                                          (使用 6 次)
2665. 左氨氯地平片	                                            (使用 6 次)
2666. 酮咯酸氨丁三醇注射液	                                        (使用 6 次)
2667. 修美乐	                                               (使用 6 次)
2668. 星瑞克	                                               (使用 6 次)
2669. 纳武利尤单抗	                                            (使用 6 次)
2670. 戴芬	                                                (使用 6 次)
2671. 美西律(慢心律)	                                          (使用 6 次)
2672. 润舒	                                                (使用 6 次)
2673. 盐酸美西律片	                                            (使用 6 次)
2674. 爱若华	                                               (使用 6 次)
2675. 普美显	                                               (使用 6 次)
2676. 吉非替尼片(齐鲁)	                                         (使用 6 次)
2677. 盐酸拉贝洛尔片	                                           (使用 6 次)
2678. 兰索拉唑	                                              (使用 6 次)
2679. 西那卡塞	                                              (使用 6 次)
2680. 重和林n	                                              (使用 6 次)
2681. 注射用苯巴比妥钠(闽东,力捷迅)	                                  (使用 6 次)
2682. 曲安奈德鼻喷雾剂	                                          (使用 6 次)
2683. 丙泊酚中/长链脂肪乳【ECG-常规心电图】	                             (使用 6 次)
2684. 23价肺炎球菌多糖疫苗	                                       (使用 6 次)
2685. 氟胞嘧啶	                                              (使用 6 次)
2686. 阿戈美拉汀	                                             (使用 6 次)
2687. 双氯芬酸钠双释放肠溶胶囊	                                      (使用 6 次)
2688. 宜合瑞	                                               (使用 6 次)
2689. 维生素c片(瑞新)	                                         (使用 6 次)
2690. 钆塞酸二钠注射液	                                          (使用 6 次)
2691. 注射用甲磺酸去铁胺	                                         (使用 6 次)
2692. 安适	                                                (使用 6 次)
2693. 复方利多卡因乳膏(紫光)	                                      (使用 6 次)
2694. 依帕司他(唐林)	                                          (使用 6 次)
2695. 得斯芬	                                               (使用 6 次)
2696. 注射用苯巴比妥钠	                                          (使用 6 次)
2697. 丁克	                                                (使用 6 次)
2698. 氯霉素滴眼液	                                            (使用 6 次)
2699. 地衣芽孢杆菌活菌	                                          (使用 6 次)
2700. 膦甲酸钠	                                              (使用 6 次)
2701. 唐林	                                                (使用 6 次)
2702. 盐酸特比萘芬片	                                           (使用 6 次)
2703. 氟西汀	                                               (使用 5 次)
2704. 硫代硫酸钠	                                             (使用 5 次)
2705. 依那普利	                                              (使用 5 次)
2706. 精氨酸	                                               (使用 5 次)
2707. 吡美莫司	                                              (使用 5 次)
2708. 卡莫司汀	                                              (使用 5 次)
2709. 黄体酮	                                               (使用 5 次)
2710. 阿柏西普	                                              (使用 5 次)
2711. 碘海醇【上消化道造影（术后）】	                                   (使用 5 次)
2712. 苯甲酸苄酯	                                             (使用 5 次)
2713. 重组人干扰素α2b注射液	                                      (使用 5 次)
2714. 尼群地平	                                              (使用 5 次)
2715. 重组人干扰素α2b注射液(海伯尔)	                                 (使用 5 次)
2716. 结合雌激素	                                             (使用 5 次)
2717. 伊马替尼	                                              (使用 5 次)
2718. 瞿麦	                                                (使用 4 次)
2719. 地榆	                                                (使用 4 次)
2720. 注射用达托霉素	                                           (使用 4 次)
2721. 防风配方颗粒G(外滩)	                                       (使用 4 次)
2722. 多磺酸粘多糖乳膏	                                          (使用 4 次)
2723. 司库奇尤单抗(可善挺)	                                       (使用 4 次)
2724. [肠内]益生菌-力存/盒	                                      (使用 4 次)
2725. 半枝莲（外滩）	                                           (使用 4 次)
2726. 金荞麦配方颗粒	                                           (使用 4 次)
2727. 白术配方颗粒G	                                           (使用 4 次)
2728. 佛手（外滩）	                                            (使用 4 次)
2729. 竹茹（外滩)	                                            (使用 4 次)
2730. 赭石(代赭石)	                                           (使用 4 次)
2731. 益智仁（外滩）	                                           (使用 4 次)
2732. 氯化钠【前列腺穿刺活检组织】	                                    (使用 4 次)
2733. 阿利西尤单抗	                                            (使用 4 次)
2734. 申维	                                                (使用 4 次)
2735. 熟大黄(制大黄)	                                          (使用 4 次)
2736. 醋香附配方颗粒G(外滩)	                                      (使用 4 次)
2737. 西达本胺	                                              (使用 4 次)
2738. 桃仁（外滩）	                                            (使用 4 次)
2739. 钩藤配方颗粒G(外滩)	                                       (使用 4 次)
2740. 盐酸坦索罗辛口崩缓释片	                                       (使用 4 次)
2741. 金荞麦(野乔麦根)	                                         (使用 4 次)
2742. 傲迪适	                                               (使用 4 次)
2743. 多种微量元素注射液	                                         (使用 4 次)
2744. 知母配方颗粒G	                                           (使用 4 次)
2745. 泽泻配方颗粒	                                            (使用 4 次)
2746. 泮托拉唑钠肠溶片	                                          (使用 4 次)
2747. 槐花配方颗粒	                                            (使用 4 次)
2748. 红花（外滩）	                                            (使用 4 次)
2749. 全氟丁烷微球【肝脏造影(示卓安)】	                                 (使用 4 次)
2750. 甘露醇【腹部动脉小肠CT检查】	                                   (使用 4 次)
2751. 富马酸替诺福韦二吡呋酯	                                       (使用 4 次)
2752. 槟榔	                                                (使用 4 次)
2753. 桂枝配方颗粒	                                            (使用 4 次)
2754. 复方牛胎肝提取物	                                          (使用 4 次)
2755. 首乌藤（外滩）	                                           (使用 4 次)
2756. 高锝[99mTc]酸钠【甲状腺平面显像】	                              (使用 4 次)
2757. 茵福	                                                (使用 4 次)
2758. 青蒿	                                                (使用 4 次)
2759. 山莨菪碱	                                              (使用 4 次)
2760. 碘海醇【胸部CT增强（三维重建）】	                                 (使用 4 次)
2761. 银杏叶	                                               (使用 4 次)
2762. 荷叶	                                                (使用 4 次)
2763. 苦杏仁(燀苦杏仁)	                                         (使用 4 次)
2764. 藕节炭	                                               (使用 4 次)
2765. 红景天（外滩)	                                           (使用 4 次)
2766. [肠内]唯固50g/袋	                                       (使用 4 次)
2767. 路路通（外滩)	                                           (使用 4 次)
2768. 葛根配方颗粒G	                                           (使用 4 次)
2769. 白芷配方颗粒G（外滩）	                                       (使用 4 次)
2770. 桂枝（外滩）	                                            (使用 4 次)
2771. 南方红豆杉(红豆杉)	                                        (使用 4 次)
2772. 生麦芽	                                               (使用 4 次)
2773. 乙酰半胱氨酸泡腾片(康恩贝,金华)	                                 (使用 4 次)
2774. 草药方代煎(常规)4帖	                                       (使用 4 次)
2775. 乙酰半胱氨酸泡腾片	                                         (使用 4 次)
2776. 硫酸钡(Ⅱ型)【排便造影】	                                     (使用 4 次)
2777. 苏木	                                                (使用 4 次)
2778. 草药方自煎(全方外用)2帖	                                     (使用 4 次)
2779. 锝[99mTc]甲氧异腈【甲状旁腺平面显像+断层/CT融合显像】	                  (使用 4 次)
2780. 太子参配方颗粒	                                           (使用 4 次)
2781. 亿迈林	                                               (使用 4 次)
2782. 美托洛尔【头颅MRI平扫(含DWI)】	                               (使用 4 次)
2783. 尿素[14C]【C14-C14测定】	                                (使用 4 次)
2784. 紫苏叶配方颗粒	                                           (使用 4 次)
2785. 川楝子（外滩）	                                           (使用 4 次)
2786. （赠）斯鲁利单抗	                                          (使用 4 次)
2787. 白芥子（外滩）	                                           (使用 4 次)
2788. 草药方代煎(常规)14帖	                                      (使用 4 次)
2789. 知母配方颗粒	                                            (使用 4 次)
2790. 连翘配方颗粒G	                                           (使用 4 次)
2791. 单唾液酸四己糖神经节苷脂钠注射液	                                  (使用 4 次)
2792. 异烟肼注射液(金耀)	                                        (使用 4 次)
2793. 首乌藤	                                               (使用 4 次)
2794. 熟地黄配方颗粒	                                           (使用 4 次)
2795. 草药方自煎(全方外用)6帖	                                     (使用 4 次)
2796. 葶苈子10g	                                            (使用 4 次)
2797. 门冬氨酸氨氯地平片	                                         (使用 4 次)
2798. 玄明粉（外滩）	                                           (使用 4 次)
2799. 草药方自煎4帖	                                           (使用 4 次)
2800. 昆仙(昆仙胶囊)	                                          (使用 4 次)
2801. 干姜配方颗粒	                                            (使用 4 次)
2802. 氟马替尼(豪森昕福)	                                        (使用 4 次)
2803. 法莫替丁	                                              (使用 4 次)
2804. 延胡索(元胡)	                                           (使用 4 次)
2805. 卡泊三醇倍他米松(得肤宝)	                                     (使用 4 次)
2806. 沙苑子(潼蒺藜)	                                          (使用 4 次)
2807. 甘草配方颗粒	                                            (使用 4 次)
2808. 舒必利	                                               (使用 4 次)
2809. 天麻配方颗粒G(外滩)	                                       (使用 4 次)
2810. 红豆杉3g（外滩）	                                         (使用 4 次)
2811. 忍冬藤（外滩）	                                           (使用 4 次)
2812. 优博23	                                              (使用 4 次)
2813. 氯氮平片(万邦德)	                                         (使用 4 次)
2814. 碘海醇【腹主动脉CTA】	                                      (使用 4 次)
2815. 北沙参配方颗粒	                                           (使用 4 次)
2816. 防风配方颗粒G	                                           (使用 4 次)
2817. 酸枣仁	                                               (使用 4 次)
2818. 葛根配方颗粒G（外滩）	                                       (使用 4 次)
2819. 桑白皮配方颗粒G(外滩)	                                      (使用 4 次)
2820. 怡开	                                                (使用 4 次)
2821. 枸橼酸钾	                                              (使用 4 次)
2822. 大青叶配方颗粒	                                           (使用 4 次)
2823. 碘海醇【ECG-动态心电图+常规心电图】	                              (使用 4 次)
2824. 罗米司韦单抗(罗米司韦单抗*)	                                   (使用 4 次)
2825. 厚朴花	                                               (使用 4 次)
2826. 迪善	                                                (使用 4 次)
2827. 苦杏仁（外滩）	                                           (使用 4 次)
2828. 草药方自煎(水煎外洗)7帖	                                     (使用 4 次)
2829. 美托洛尔【心脏常规检查（超声）】	                                  (使用 4 次)
2830. 红霉素肠溶胶囊	                                           (使用 4 次)
2831. 异烟肼注射液	                                            (使用 4 次)
2832. 桃仁（燀山桃仁）配方颗粒	                                      (使用 4 次)
2833. 蔓荆子(炒蔓荆子)	                                         (使用 4 次)
2834. 五倍子（外滩）	                                           (使用 4 次)
2835. 当归配方颗粒G(外滩)	                                       (使用 4 次)
2836. 草药方自煎2帖	                                           (使用 4 次)
2837. 地诺孕素(唯散宁)	                                         (使用 4 次)
2838. 淡豆豉配方颗粒	                                           (使用 4 次)
2839. 党参配方颗粒G(外滩)	                                       (使用 4 次)
2840. 酚妥拉明	                                              (使用 4 次)
2841. 鬼箭羽配方颗粒	                                           (使用 4 次)
2842. 海螵蛸(乌贼骨)	                                          (使用 4 次)
2843. 龙齿(青龙齿)	                                           (使用 4 次)
2844. 枸杞子（外滩）	                                           (使用 4 次)
2845. 蜜麻黄(炙麻黄)	                                          (使用 4 次)
2846. 黄连配方颗粒	                                            (使用 4 次)
2847. 氨氯地平贝那普利	                                          (使用 4 次)
2848. 芒硝（外滩）	                                            (使用 4 次)
2849. 桑白皮（外滩）	                                           (使用 4 次)
2850. 天花粉配方颗粒	                                           (使用 4 次)
2851. 白术配方颗粒G（外滩）	                                       (使用 4 次)
2852. 秦艽（外滩）	                                            (使用 4 次)
2853. 氯化钠【ECG-床边心电图】	                                    (使用 4 次)
2854. 旋覆花（10g）（外滩）	                                      (使用 4 次)
2855. 对乙酰氨基酚片	                                           (使用 4 次)
2856. 桑叶配方颗粒G(外滩)	                                       (使用 4 次)
2857. 丙泊酚中/长链脂肪乳【肝】	                                     (使用 4 次)
2858. 碘海醇【腹部动脉小肠CT检查】	                                   (使用 4 次)
2859. 甘露醇【ECG-床边心电图】	                                    (使用 4 次)
2860. 硝酸甘油【颈动脉】	                                         (使用 4 次)
2861. 美托洛尔【ECG-动态心电图+常规心电图】	                             (使用 4 次)
2862. 炒党参	                                               (使用 4 次)
2863. 头孢克洛干混悬剂(致君,深圳制药,国药)	                              (使用 4 次)
2864. 葫芦壳	                                               (使用 4 次)
2865. 白芷	                                                (使用 4 次)
2866. 石膏（生石膏）配方颗粒	                                       (使用 4 次)
2867. 独活（外滩)	                                            (使用 4 次)
2868. 款冬花(蜜款冬花)	                                         (使用 4 次)
2869. 小蓟	                                                (使用 4 次)
2870. 胡芦巴	                                               (使用 4 次)
2871. 利妥昔单抗(达伯华)	                                        (使用 4 次)
2872. 厚朴(姜厚朴)（外滩)	                                       (使用 4 次)
2873. 恩扎卢胺(安可坦)	                                         (使用 4 次)
2874. 前胡配方颗粒G	                                           (使用 4 次)
2875. 索他洛尔	                                              (使用 4 次)
2876. 麦冬配方颗粒	                                            (使用 4 次)
2877. 佩兰（外滩）	                                            (使用 4 次)
2878. 力斯得	                                               (使用 4 次)
2879. 炒山药(麸温山药)	                                         (使用 4 次)
2880. 煅龙骨	                                               (使用 4 次)
2881. 薏苡仁配方颗粒	                                           (使用 4 次)
2882. 地骨皮（外滩）	                                           (使用 4 次)
2883. 无花果	                                               (使用 4 次)
2884. 茜草	                                                (使用 4 次)
2885. 旋覆花	                                               (使用 4 次)
2886. 氟胞嘧啶片	                                             (使用 4 次)
2887. 生晒参片（外滩)	                                          (使用 4 次)
2888. [肠内]益生菌-力存2g	                                      (使用 4 次)
2889. 当归配方颗粒	                                            (使用 4 次)
2890. 木芙蓉叶(芙蓉叶)	                                         (使用 4 次)
2891. 防己（外滩）	                                            (使用 4 次)
2892. 安巴韦单抗(安巴韦单抗*)	                                     (使用 4 次)
2893. 蕲蛇	                                                (使用 4 次)
2894. 前胡（外滩）	                                            (使用 4 次)
